event_id,configuration_id,prompt_version,generation_status,generation_error,true_label_evaluation_only,classification_correct_evaluation_only,report_text,input_tokens,output_tokens,generation_seconds,tokens_per_second,reached_token_limit,report_words
UNSW-OFFICIAL-1645,A1_unconstrained_full,2.0,success,,Exploits,False,"### Prediction Summary
The event was predicted to be a Distributed Denial of Service (DoS) attack with a confidence of 28.97%. The model used is a Random Forest with a version number of UNSW-RF-OFFICIAL-1.0.

### Evidence
The evidence supporting the prediction includes:
- The protocol is not UDP.
- The size of the payload is 180 bytes.
- The destination port is 10.
- The source port is 10.
- The source mean is 90.

### Risk and Policy
The risk score is 2.0282, indicating a moderate risk. The policy zone is set to Alert, and the recommended action is to raise a SOC alert and enrich the event context.

### Recommended Action
The recommended action is to raise a SOC alert and enrich the event context.

### Human Review
A human review is required due to the detector confidence below the fixed 0.70 threshold.

### Limitations
- The human review is mandatory as the detector confidence is below the threshold.
- The risk score is moderate, but the policy zone is set to Alert, which may not be the most appropriate action in all scenarios.",592,250,8.904878907999773,28.07449742807961,False,186
UNSW-OFFICIAL-1779,A1_unconstrained_full,2.0,success,,Fuzzers,True,"### Prediction Summary
The event was predicted to be a Fuzzer attack with a high confidence of 90.94%. The model used is a Random Forest with a version number of UNSW-RF-OFFICIAL-1.0.

### Evidence
The evidence supporting the prediction includes several features:
- **sloss**: 3 (supports predicted class)
- **spkts**: 12 (supports predicted class)
- **dbytes**: 822 (supports predicted class)
- **sbytes**: 1046 (supports predicted class)
- **dmean**: 82 (supports predicted class)

### Risk and Policy
The predicted stage is Exploitation, with a stage severity of 6.5, indicating a high risk. The asset criticality is 1.0, and the risk score is 5.9111. The policy zone is set to Block, and the recommended action is to block the suspected source and initiate an investigation.

### Recommended Action
The recommended action is to block the suspected source and initiate an investigation.

### Human Review
No mandatory confidence-based referral is required.

### Limitations
- The confidence threshold for human review is set at 0.7, which means that a higher confidence level (greater than 0.7) is required for a mandatory referral.
- The human review section is not applicable in this case due to the low confidence threshold.",578,294,10.904593734000173,26.961114478141212,False,193
UNSW-OFFICIAL-1860,A1_unconstrained_full,2.0,success,,Backdoor,True,"### Prediction Summary
The event was predicted to be a Backdoor attack with a confidence of 26.84%. The model used is a Random Forest with a version number of UNSW-RF-OFFICIAL-1.0.

### Evidence
- Protocol is not UDP
- sbytes = 200
- ct_dst_sport_ltm = 2
- smean = 100
- ct_dst_src_ltm = 4

### Risk and Policy
The risk score is 2.1474, indicating a moderate risk. The policy zone is set to Alert, and the recommended action is to raise a SOC alert and enrich the event context.

### Recommended Action
The recommended action is to raise a SOC alert and enrich the event context.

### Human Review
The human review requires a confidence threshold of 0.7. The detector confidence is below this threshold, necessitating a human review.

### Limitations
- The human review is required due to the detector confidence below the fixed 0.70 threshold.
- The event is classified as a Backdoor attack, which may not be the final determination without further investigation.",591,241,9.170669293999708,26.279434169290596,False,165
UNSW-OFFICIAL-2180,A1_unconstrained_full,2.0,success,,Shellcode,False,"### Prediction Summary
The event was predicted to be a Fuzzer attack with a confidence of 58.1% and an uncertainty score of 41.9%. The model used is a Random Forest with a fixed confidence threshold of 0.70.

### Evidence
The evidence supporting the prediction includes:
- smean: 52
- sbytes: 518
- dpkts: 6
- dmean: 45
- dbytes: 268

### Risk and Policy
The risk score is 3.7768, indicating a moderate risk. The policy zone is set to Alert, and the recommended action is to raise a SOC alert and enrich the event context.

### Recommended Action
The recommended action is to raise a SOC alert and enrich the event context.

### Human Review
The human review is required due to the detector confidence below the fixed 0.70 threshold.

### Limitations
- The confidence threshold of 0.70 was used, which may not be sufficient for all cases.
- The model's prediction is based on a single feature set, which may not capture all aspects of the attack.",584,245,9.230409151999993,26.542702058544695,False,168
UNSW-OFFICIAL-2362,A1_unconstrained_full,2.0,success,,Exploits,False,"### Prediction Summary
The event was predicted to be a Backdoor attack with a confidence of 29.42%. The model used is a Random Forest with a version number of UNSW-RF-OFFICIAL-1.0.

### Evidence
The evidence supporting the prediction includes:
- Protocol is not UDP (0.0)
- sbytes = 200 (200.0)
- ct_dst_sport_ltm = 3 (3.0)
- ct_dst_src_ltm = 5 (5.0)
- ct_srv_src = 5 (5.0)

### Risk and Policy
The risk score is 2.3535, indicating a moderate risk. The policy zone is set to Alert, and the recommended action is to raise a SOC alert and enrich the event context.

### Recommended Action
The recommended action is to raise a SOC alert and enrich the event context.

### Human Review
Human review is required due to the detector confidence below the fixed 0.70 threshold.

### Limitations
- The human review requirement is due to the detector confidence below the fixed threshold of 0.70.
- The risk score is moderate, but the confidence threshold for human review is set to 0.70, which may lead to missed detections if the confidence is below this threshold.",588,277,9.78931196099984,28.296166380594983,False,182
UNSW-OFFICIAL-2491,A1_unconstrained_full,2.0,success,,Exploits,False,"### Prediction Summary
The event was predicted to be a Backdoor attack with a confidence of 34.73%. The model used is a Random Forest with a version number of UNSW-RF-OFFICIAL-1.0.

### Evidence
The evidence supporting the prediction includes:
- Protocol is not UDP (0.0)
- Protocol is any (1.0)
- sbytes is 200 (200.0)
- ct_srv_dst is 6 (6.0)
- ct_dst_src_ltm is 6 (6.0)

### Risk and Policy
The risk score is 2.7781, indicating a moderate risk. The policy zone is set to Alert, and the recommended action is to raise a SOC alert and enrich the event context.

### Recommended Action
The recommended action is to raise a SOC alert and enrich the event context.

### Human Review
The human review requires a confidence threshold of 0.7. The confidence of the model is below this threshold, necessitating a human review.

### Limitations
The limitations of this incident report include the model's confidence below the fixed threshold of 0.70, which necessitates a human review to ensure the accuracy of the alert.",578,258,9.809425565999845,26.301234283712397,False,171
UNSW-OFFICIAL-2673,A1_unconstrained_full,2.0,success,,Fuzzers,False,"### Prediction Summary
The event was predicted as ""Normal"" by the Random Forest model with a confidence of 82.49%. The model's uncertainty score is 17.51%, indicating a high level of confidence in the prediction.

### Evidence
The event features include:
- sbytes: 1064
- ct_srv_src: 36
- ct_srv_dst: 36
- ct_dst_src_ltm: 36
- smean: 532

### Risk and Policy
The event is classified as ""Normal"" by the policy, which is set to ""Monitor"". The risk score is 0.0, indicating no immediate risk. The asset criticality is 1.0, and the stage severity is 0.0.

### Recommended Action
The recommended action is to log the event and continue monitoring. This is based on the model's confidence and the policy's monitoring stage.

### Human Review
No mandatory confidence-based referral is required as the confidence threshold is set to 0.7.

### Limitations
- The model's confidence is high (82.49%), but the event is classified as ""Normal"" by the policy.
- The event features are consistent with normal behavior, but further investigation may be needed to confirm the classification.
- The policy's monitoring stage does not mandate a human review, but it is recommended for thoroughness.",581,293,11.129358242000308,26.32676508644207,False,191
UNSW-OFFICIAL-2751,A1_unconstrained_full,2.0,success,,DoS,False,"### Prediction Summary
The event was predicted to be of the type ""Reconnaissance"" with a confidence of 36.5% and an uncertainty score of 63.5%. The model used is a Random Forest with version UNSW-RF-OFFICIAL-1.0.

### Evidence
The evidence supporting the prediction includes:
- An application service identified.
- sbytes value of 470.
- Service type as http.
- ct_dst_src_ltm value of 1.
- sttl value of 254.

### Risk and Policy
The risk score is 1.0957, indicating a moderate risk. The policy zone is ""Monitor,"" and the recommended action is to log the event and continue monitoring.

### Recommended Action
The recommended action is to log the event and continue monitoring.

### Human Review
A human review is required due to the detector confidence below the fixed 0.70 threshold.

### Limitations
- The confidence threshold for the detector is set at 0.70, which may lead to false negatives if the confidence is below this threshold.
- The event is classified as ""Reconnaissance,"" which could be a misclassification if the actual type is different.",579,254,9.374478145000012,27.0948415550442,False,173
UNSW-OFFICIAL-2840,A1_unconstrained_full,2.0,success,,Analysis,False,"### Prediction Summary
The event was predicted to be a Distributed Denial of Service (DoS) attack with a confidence of 30.78%. The model used is a Random Forest with a version number of UNSW-RF-OFFICIAL-1.0.

### Evidence
The evidence supporting the prediction includes:
- Protocol is not UDP (0.0)
- spkts = 4 (4.0)
- sbytes = 360 (360.0)
- dur = 1.00765 (1.007652997970581)
- rate = 2.97722 (2.977215051651001)

### Risk and Policy
The risk score is 2.1546, indicating a moderate risk. The policy zone is set to Alert, and the recommended action is to raise a SOC alert and enrich the event context.

### Recommended Action
The recommended action is to raise a SOC alert and enrich the event context.

### Human Review
Human review is required due to the detector confidence below the fixed 0.70 threshold.

### Limitations
- The confidence threshold for the detector is set to 0.70, which may lead to false negatives if the actual risk is below this threshold.
- The human review is necessary to ensure the accuracy of the alert and to provide additional context to the SOC team.",610,310,11.018695371999911,28.13400221479528,False,186
UNSW-OFFICIAL-2842,A1_unconstrained_full,2.0,success,,DoS,True,"### Prediction Summary
The event was predicted to be a Distributed Denial of Service (DoS) attack with a confidence of 30.78%. The model used is a Random Forest with a version number of UNSW-RF-OFFICIAL-1.0.

### Evidence
The evidence supporting the prediction includes:
- Protocol is not UDP (0.0)
- spkts = 4 (4.0)
- sbytes = 360 (360.0)
- dur = 1.00765 (1.007652997970581)
- rate = 2.97722 (2.977215051651001)

### Risk and Policy
The risk score is 2.1546, indicating a moderate risk. The policy zone is set to Alert, and the recommended action is to raise a SOC alert and enrich the event context.

### Recommended Action
The recommended action is to raise a SOC alert and enrich the event context.

### Human Review
Human review is required due to the detector confidence below the fixed 0.70 threshold.

### Limitations
- The confidence threshold for the detector is set to 0.70, which may lead to false negatives if the actual risk is below this threshold.
- The human review is necessary to ensure the accuracy of the alert and to provide additional context to the SOC team.",610,310,11.515766365000218,26.91961526261775,False,186
UNSW-OFFICIAL-2854,A1_unconstrained_full,2.0,success,,Worms,False,"### Prediction Summary
The event was predicted to be of the type ""Exploitation"" with a confidence of 32.15%. The model used is a Random Forest with a version number of UNSW-RF-OFFICIAL-1.0.

### Evidence
The evidence supporting the prediction includes:
- sbytes: 92
- ct_src_ltm: 19
- smean: 46
- service_dns: Not DNS
- sload: 7.36e+07

### Risk and Policy
The risk score is 2.0898, indicating a moderate risk. The policy zone is set to ""Alert,"" and the recommended action is to raise a SOC alert and enrich the event context.

### Recommended Action
The recommended action is to raise a SOC alert and enrich the event context.

### Human Review
A human review is required due to the detector confidence below the fixed 0.70 threshold.

### Limitations
- The event was predicted to be of the type ""Exploitation"" with a confidence of 32.15%.
- The model used is a Random Forest with a version number of UNSW-RF-OFFICIAL-1.0.
- The risk score is 2.0898, indicating a moderate risk.
- The policy zone is set to ""Alert,"" and the recommended action is to raise a SOC alert and enrich the event context.
- A human review is required due to the detector confidence below the fixed 0.70 threshold.",593,322,12.1021426100001,26.60685883290854,False,206
UNSW-OFFICIAL-2866,A1_unconstrained_full,2.0,success,,Exploits,False,"### Prediction Summary
The event was predicted to be a Backdoor attack with a confidence of 31.81%. The model used is a Random Forest with a version of UNSW-RF-OFFICIAL-1.0.

### Evidence
The evidence supporting the prediction includes:
- Protocol is not UDP (0.0 support)
- sbytes = 200 (200.0 support)
- ct_dst_sport_ltm = 3 (3.0 support)
- ct_src_dport_ltm = 3 (3.0 support)
- ct_dst_src_ltm = 4 (4.0 support)

### Risk and Policy
The risk score is 2.5451, indicating a moderate risk. The policy zone is set to Alert, and the recommended action is to raise a SOC alert and enrich the event context.

### Recommended Action
The recommended action is to raise a SOC alert and enrich the event context.

### Human Review
Human review is required due to the detector confidence below the fixed 0.70 threshold.

### Limitations
- The human review requirement is due to the detector confidence below the fixed 0.70 threshold.
- The risk score is based on the model's confidence, which is 31.81%, not the actual risk level.",595,273,10.370683796999856,26.324204396143713,False,173
UNSW-OFFICIAL-2899,A1_unconstrained_full,2.0,success,,Shellcode,False,"### Prediction Summary
The event was predicted to be of the type ""Reconnaissance"" with a confidence of 32.08% and an uncertainty score of 67.92%. The model used is the Random Forest with version UNSW-RF-OFFICIAL-1.0.

### Evidence
The evidence for the prediction includes:
- **smean**: 54 (opposes the predicted class)
- **dmean**: 44 (supports the predicted class)
- **sbytes**: 542 (opposes the predicted class)
- **ct_dst_src_ltm**: 1 (supports the predicted class)
- **dbytes**: 354 (supports the predicted class)

### Risk and Policy
The risk score is 0.9625, indicating a high risk. The policy zone is ""Monitor,"" and the recommended action is to log the event and continue monitoring.

### Recommended Action
Log the event and continue monitoring.

### Human Review
A human review is required due to the detector confidence below the fixed 0.70 threshold.

### Limitations
- The confidence threshold for the detector is set at 0.70, which may lead to false negatives if the model's confidence is below this threshold.
- The human review is necessary to ensure the accuracy of the event classification and to provide additional context for the incident.",588,285,10.780089682999915,26.437627921541498,False,183
UNSW-OFFICIAL-2905,A1_unconstrained_full,2.0,success,,Fuzzers,False,"### Prediction Summary
The event was predicted to be a Backdoor attack with a confidence of 46.04%. The model used is a Random Forest with a version number of UNSW-RF-OFFICIAL-1.0.

### Evidence
The evidence supporting the prediction includes:
- ct_src_ltm = 11
- Protocol is not udp
- ct_dst_sport_ltm = 2
- sbytes = 200
- ct_srv_dst = 5

### Risk and Policy
The risk score is 3.6833, indicating a moderate risk. The policy zone is set to Alert, and the recommended action is to raise a SOC alert and enrich the event context.

### Recommended Action
The recommended action is to raise a SOC alert and enrich the event context.

### Human Review
The human review requires a confidence threshold of 0.7. The confidence of the model is below this threshold, necessitating a human review.

### Limitations
The limitations include:
- The model's confidence is below the fixed threshold of 0.70, necessitating a human review.
- The event's context is not enriched with additional details, which could provide more context for the human review.",587,255,8.850238462000107,28.812782965666145,False,175
UNSW-OFFICIAL-2942,A1_unconstrained_full,2.0,success,,Fuzzers,False,"### Prediction Summary
The event was predicted to be a Distributed Denial of Service (DoS) attack with a confidence of 27.51%. The model used is a Random Forest with a version number of UNSW-RF-OFFICIAL-1.0.

### Evidence
The evidence supporting the prediction includes:
- The protocol is not UDP.
- The size of the data sent (sbytes) is 200.
- The destination port (ct_dst_sport_ltm) is 2.
- The source port (ct_dst_src_ltm) is 3.
- The mean size of the data (smean) is 100.

### Risk and Policy
The risk score is 1.9258, indicating a moderate risk. The policy zone is Monitor, and the recommended action is to log the event and continue monitoring.

### Recommended Action
Log the event and continue monitoring.

### Human Review
A human review is required due to the detector confidence below the fixed 0.70 threshold.

### Limitations
- The confidence threshold for the detector is set at 0.70, which may lead to false negatives if the actual risk is below this threshold.
- The human review is necessary to ensure the accuracy of the event classification and to provide additional context for the incident.",585,273,10.457511288000205,26.105637611241434,False,188
UNSW-OFFICIAL-3205,A1_unconstrained_full,2.0,success,,DoS,False,"### Prediction Summary
The event was predicted to be a Backdoor attack with a confidence of 27.74%. The model used is a Random Forest with a version number of UNSW-RF-OFFICIAL-1.0.

### Evidence
The evidence supporting the prediction includes:
- Protocol is not UDP (0.0 support)
- sbytes = 200 (0.0175 support)
- ct_dst_src_ltm = 5 (0.0124 support)
- ct_srv_dst = 5 (0.0103 support)
- ct_srv_src = 5 (0.0089 support)

### Risk and Policy
The risk score is 2.22, indicating a moderate risk. The policy zone is set to Alert, and the recommended action is to raise a SOC alert and enrich the event context.

### Recommended Action
The recommended action is to raise a SOC alert and enrich the event context.

### Human Review
Human review is required due to the detector confidence below the fixed 0.70 threshold.

### Limitations
- The confidence threshold for the detector is set at 0.70, which may lead to false negatives if the model's confidence is below this threshold.
- The human review requirement ensures that the decision is made by a human, but it may not be as accurate as automated systems in certain cases.",583,289,10.957754935000139,26.374015636807663,False,192
UNSW-OFFICIAL-3580,A1_unconstrained_full,2.0,success,,Shellcode,False,"### Prediction Summary
The event was predicted to be an Exploits with a confidence of 41.23% and an uncertainty score of 58.77%. The model used is the Random Forest with version UNSW-RF-OFFICIAL-1.0.

### Evidence
The evidence for the prediction includes several features:
- `ackdat`: 0.008034
- `tcprtt`: 0.027466
- `sinpkt`: 17.6971
- `dinpkt`: 28.609
- `dur`: 0.162486

These features are supported by the model, contributing to the high confidence level.

### Risk and Policy
The risk score is 2.6802, indicating a moderate risk. The policy zone is set to Alert, and the recommended action is to raise a SOC alert and enrich the event context.

### Recommended Action
The recommended action is to raise a SOC alert and enrich the event context. This is based on the high confidence level and the moderate risk score.

### Human Review
The human review requires a confidence threshold of 0.7. The confidence of the model is below this threshold, necessitating a human review.

### Limitations
The limitations include:
- The model's confidence is below the fixed threshold of 0.70, necessitating a human review.
- The event is classified as Exploits, which may require further investigation to confirm the severity and impact.",679,324,12.17270432999976,26.61692843401269,False,198
UNSW-OFFICIAL-3606,A1_unconstrained_full,2.0,success,,Shellcode,True,"### Prediction Summary
The event was predicted to be a Shellcode attack with a confidence of 28.67%. The model used is a Random Forest with a version number of UNSW-RF-OFFICIAL-1.0.

### Evidence
The evidence supporting the prediction includes:
- ct_dst_src_ltm = 1
- sbytes = 982
- Service = unspecified
- smean = 98

### Risk and Policy
The risk score is 2.4368, indicating a moderate risk. The policy zone is set to Alert, and the recommended action is to raise a SOC alert and enrich the event context.

### Recommended Action
The recommended action is to raise a SOC alert and enrich the event context.

### Human Review
A human review is required due to the detector confidence below the fixed 0.70 threshold.

### Limitations
- The confidence threshold for the detector is set at 0.70, which may lead to false negatives if the confidence is below this threshold.
- The event is classified as a Shellcode attack, which is a specific type of network intrusion. The human review is necessary to ensure the accuracy of the classification and the recommended action.",581,252,8.925424562999979,28.233951026224208,False,183
UNSW-OFFICIAL-3778,A1_unconstrained_full,2.0,success,,Reconnaissance,False,"### Prediction Summary
The event was predicted to be an Analysis with a confidence of 37.91%. The model used is a Random Forest with a version of UNSW-RF-OFFICIAL-1.0.

### Evidence
The evidence supporting the prediction includes:
- Protocol is not UDP (0.0)
- ct_dst_src_ltm = 3 (3.0)
- Protocol = UNAS (1.0)
- sbytes = 200 (200.0)
- ct_srv_dst = 3 (3.0)

### Risk and Policy
The risk score is 1.1374, indicating a moderate risk. The policy zone is Monitor, and the recommended action is to log the event and continue monitoring.

### Recommended Action
Log the event and continue monitoring.

### Human Review
The human review is required due to the detector confidence below the fixed 0.70 threshold.

### Limitations
- The confidence threshold for the detector is set at 0.70, which may lead to false negatives if the model's confidence is below this threshold.
- The event is classified as an Analysis, which may not be the most accurate classification if the model's confidence is significantly below the threshold.",575,258,9.68583166999997,26.636845321099905,False,171
UNSW-OFFICIAL-3979,A1_unconstrained_full,2.0,success,,Reconnaissance,True,"### Prediction Summary
The event was predicted to be of the type ""Reconnaissance"" with a high confidence of 95.17%. The model used is a Random Forest with a version number of UNSW-RF-OFFICIAL-1.0.

### Evidence
The evidence supporting the prediction includes:
- sbytes: 168
- smean: 84
- proto_udp: Protocol = udp
- sload: 8.4e+07
- ct_dst_src_ltm: 1

### Risk and Policy
The risk score is 2.8552, indicating a moderate risk. The policy zone is set to ""Alert,"" and the recommended action is to raise a SOC alert and enrich the event context.

### Recommended Action
The recommended action is to raise a SOC alert and enrich the event context.

### Human Review
No mandatory confidence-based referral is required.

### Limitations
- The event is a single instance and does not provide context for further analysis.
- The model's confidence threshold is not met (0.7), so no human review is necessary.",589,232,8.814845289999994,26.319236738413608,False,150
