row_id,true_label,predicted_label,confidence,local_explanation_json,attack_stage,risk_score,recommended_action
10,PortScan,PortScan,0.99999179521005,"[{""feature"": ""PSH Flag Count"", ""value"": 1.0, ""shap_value"": 0.06490459829875171, ""effect"": ""supports predicted class""}, {""feature"": ""Fwd Packet Length Mean"", ""value"": 2.0, ""shap_value"": 0.04392398542069639, ""effect"": ""supports predicted class""}, {""feature"": ""Subflow Fwd Bytes"", ""value"": 2.0, ""shap_value"": 0.03992807593699361, ""effect"": ""supports predicted class""}, {""feature"": ""Bwd Packet Length Min"", ""value"": 6.0, ""shap_value"": 0.03432572574998645, ""effect"": ""supports predicted class""}, {""feature"": ""Packet Length Mean"", ""value"": 3.333333333, ""shap_value"": 0.0323598766388629, ""effect"": ""supports predicted class""}]",Reconnaissance,3.0,Alert SOC Analyst
11,BENIGN,BENIGN,1.0,"[{""feature"": ""Flow IAT Max"", ""value"": 10013420.0, ""shap_value"": 0.014342433209031473, ""effect"": ""supports predicted class""}, {""feature"": ""Init_Win_bytes_backward"", ""value"": 7217.0, ""shap_value"": 0.013073796680419178, ""effect"": ""supports predicted class""}, {""feature"": ""Destination Port"", ""value"": 443.0, ""shap_value"": 0.012952041753519921, ""effect"": ""supports predicted class""}, {""feature"": ""Subflow Fwd Bytes"", ""value"": 2890.0, ""shap_value"": 0.012170022599421779, ""effect"": ""supports predicted class""}, {""feature"": ""Subflow Bwd Packets"", ""value"": 21.0, ""shap_value"": 0.011951796747388528, ""effect"": ""supports predicted class""}]",Normal,0.0,Monitor
12,BENIGN,BENIGN,1.0,"[{""feature"": ""Bwd Packet Length Min"", ""value"": 58.0, ""shap_value"": 0.020171968549429948, ""effect"": ""supports predicted class""}, {""feature"": ""Init_Win_bytes_forward"", ""value"": -1.0, ""shap_value"": 0.014361945818115913, ""effect"": ""supports predicted class""}, {""feature"": ""Subflow Bwd Bytes"", ""value"": 116.0, ""shap_value"": 0.01402437026225277, ""effect"": ""supports predicted class""}, {""feature"": ""Packet Length Mean"", ""value"": 48.4, ""shap_value"": 0.013089430522744881, ""effect"": ""supports predicted class""}, {""feature"": ""Destination Port"", ""value"": 53.0, ""shap_value"": -0.012907782445015009, ""effect"": ""opposes predicted class""}]",Normal,0.0,Monitor
13,BENIGN,BENIGN,1.0,"[{""feature"": ""Bwd Packet Length Min"", ""value"": 194.0, ""shap_value"": 0.015823544101240258, ""effect"": ""supports predicted class""}, {""feature"": ""PSH Flag Count"", ""value"": 0.0, ""shap_value"": 0.015479572715996141, ""effect"": ""supports predicted class""}, {""feature"": ""Init_Win_bytes_forward"", ""value"": -1.0, ""shap_value"": 0.01454644365217888, ""effect"": ""supports predicted class""}, {""feature"": ""Subflow Bwd Bytes"", ""value"": 388.0, ""shap_value"": 0.013967586325877619, ""effect"": ""supports predicted class""}, {""feature"": ""Avg Bwd Segment Size"", ""value"": 194.0, ""shap_value"": 0.012788013775371154, ""effect"": ""supports predicted class""}]",Normal,0.0,Monitor
14,BENIGN,BENIGN,1.0,"[{""feature"": ""Destination Port"", ""value"": 443.0, ""shap_value"": 0.0274966583778575, ""effect"": ""supports predicted class""}, {""feature"": ""min_seg_size_forward"", ""value"": 20.0, ""shap_value"": 0.016520544212993826, ""effect"": ""supports predicted class""}, {""feature"": ""PSH Flag Count"", ""value"": 0.0, ""shap_value"": 0.013632939343984206, ""effect"": ""supports predicted class""}, {""feature"": ""Bwd Packet Length Max"", ""value"": 0.0, ""shap_value"": 0.012768333355608376, ""effect"": ""supports predicted class""}, {""feature"": ""ACK Flag Count"", ""value"": 1.0, ""shap_value"": 0.009631132852113068, ""effect"": ""supports predicted class""}]",Normal,0.0,Monitor
15,DoS Hulk,DoS Hulk,0.9999886418757424,"[{""feature"": ""Bwd Packet Length Std"", ""value"": 1754.831473, ""shap_value"": 0.07017137213851242, ""effect"": ""supports predicted class""}, {""feature"": ""Init_Win_bytes_backward"", ""value"": 235.0, ""shap_value"": 0.06552440783436253, ""effect"": ""supports predicted class""}, {""feature"": ""Bwd Packet Length Max"", ""value"": 4344.0, ""shap_value"": 0.052995497569002056, ""effect"": ""supports predicted class""}, {""feature"": ""Average Packet Size"", ""value"": 1327.222222, ""shap_value"": 0.050364458965195806, ""effect"": ""supports predicted class""}, {""feature"": ""Bwd Packet Length Mean"", ""value"": 1932.5, ""shap_value"": 0.044841068937779484, ""effect"": ""supports predicted class""}]",Impact / Availability Attack,7.0,Block Source IP
16,DoS Hulk,DoS Hulk,0.9999886418757424,"[{""feature"": ""Bwd Packet Length Std"", ""value"": 2695.639126, ""shap_value"": 0.070989288107927, ""effect"": ""supports predicted class""}, {""feature"": ""Init_Win_bytes_backward"", ""value"": 235.0, ""shap_value"": 0.06673941743335803, ""effect"": ""supports predicted class""}, {""feature"": ""Bwd Packet Length Max"", ""value"": 7240.0, ""shap_value"": 0.053828933855122614, ""effect"": ""supports predicted class""}, {""feature"": ""Packet Length Std"", ""value"": 2227.022776, ""shap_value"": 0.05131062610724186, ""effect"": ""supports predicted class""}, {""feature"": ""Average Packet Size"", ""value"": 1324.444444, ""shap_value"": 0.04938050167938059, ""effect"": ""supports predicted class""}]",Impact / Availability Attack,7.0,Block Source IP
17,BENIGN,BENIGN,1.0,"[{""feature"": ""Destination Port"", ""value"": 443.0, ""shap_value"": 0.01732084148176546, ""effect"": ""supports predicted class""}, {""feature"": ""Subflow Fwd Bytes"", ""value"": 542.0, ""shap_value"": 0.017313993792267227, ""effect"": ""supports predicted class""}, {""feature"": ""Fwd Packet Length Max"", ""value"": 189.0, ""shap_value"": 0.016333597006167794, ""effect"": ""supports predicted class""}, {""feature"": ""Total Length of Fwd Packets"", ""value"": 542.0, ""shap_value"": 0.012632624213104262, ""effect"": ""supports predicted class""}, {""feature"": ""Packet Length Mean"", ""value"": 233.65, ""shap_value"": 0.011592336643012043, ""effect"": ""supports predicted class""}]",Normal,0.0,Monitor
18,DoS Hulk,DoS Hulk,0.998040434179984,"[{""feature"": ""Init_Win_bytes_forward"", ""value"": 274.0, ""shap_value"": 0.08120122763326848, ""effect"": ""supports predicted class""}, {""feature"": ""Destination Port"", ""value"": 80.0, ""shap_value"": 0.07765188805777626, ""effect"": ""supports predicted class""}, {""feature"": ""min_seg_size_forward"", ""value"": 32.0, ""shap_value"": 0.05692734368141586, ""effect"": ""supports predicted class""}, {""feature"": ""Fwd Header Length"", ""value"": 64.0, ""shap_value"": 0.04037345730216657, ""effect"": ""supports predicted class""}, {""feature"": ""Average Packet Size"", ""value"": 0.0, ""shap_value"": 0.039265606382241455, ""effect"": ""supports predicted class""}]",Impact / Availability Attack,6.99,Block Source IP
19,BENIGN,BENIGN,1.0,"[{""feature"": ""Destination Port"", ""value"": 8413.0, ""shap_value"": 0.04039089600672634, ""effect"": ""supports predicted class""}, {""feature"": ""min_seg_size_forward"", ""value"": 20.0, ""shap_value"": 0.01442868668871867, ""effect"": ""supports predicted class""}, {""feature"": ""PSH Flag Count"", ""value"": 0.0, ""shap_value"": 0.014308680069448307, ""effect"": ""supports predicted class""}, {""feature"": ""Bwd Packet Length Max"", ""value"": 0.0, ""shap_value"": 0.013896986205907354, ""effect"": ""supports predicted class""}, {""feature"": ""Init_Win_bytes_forward"", ""value"": 43.0, ""shap_value"": 0.011286402284207514, ""effect"": ""supports predicted class""}]",Normal,0.0,Monitor
20,BENIGN,BENIGN,1.0,"[{""feature"": ""Flow IAT Max"", ""value"": 10200000.0, ""shap_value"": 0.016313068898399355, ""effect"": ""supports predicted class""}, {""feature"": ""Init_Win_bytes_backward"", ""value"": 939.0, ""shap_value"": 0.014820003328597977, ""effect"": ""supports predicted class""}, {""feature"": ""Flow Duration"", ""value"": 94413797.0, ""shap_value"": 0.013117595020003649, ""effect"": ""supports predicted class""}, {""feature"": ""Fwd Packets/s"", ""value"": 0.13769174, ""shap_value"": 0.012984046539778837, ""effect"": ""supports predicted class""}, {""feature"": ""Subflow Bwd Packets"", ""value"": 13.0, ""shap_value"": 0.011292305616262311, ""effect"": ""supports predicted class""}]",Normal,0.0,Monitor
21,DoS Hulk,DoS Hulk,1.0,"[{""feature"": ""Bwd Packet Length Std"", ""value"": 1754.831473, ""shap_value"": 0.06362909738899233, ""effect"": ""supports predicted class""}, {""feature"": ""Bwd Packet Length Max"", ""value"": 4344.0, ""shap_value"": 0.0528473509126124, ""effect"": ""supports predicted class""}, {""feature"": ""Avg Bwd Segment Size"", ""value"": 1932.5, ""shap_value"": 0.050399283478034816, ""effect"": ""supports predicted class""}, {""feature"": ""Bwd Packet Length Mean"", ""value"": 1932.5, ""shap_value"": 0.04707990609897667, ""effect"": ""supports predicted class""}, {""feature"": ""Init_Win_bytes_backward"", ""value"": 235.0, ""shap_value"": 0.043731320254123754, ""effect"": ""supports predicted class""}]",Impact / Availability Attack,7.0,Block Source IP
22,BENIGN,BENIGN,1.0,"[{""feature"": ""Bwd Packet Length Min"", ""value"": 107.0, ""shap_value"": 0.023836199017575836, ""effect"": ""supports predicted class""}, {""feature"": ""Destination Port"", ""value"": 53.0, ""shap_value"": -0.013200508356332987, ""effect"": ""opposes predicted class""}, {""feature"": ""Init_Win_bytes_forward"", ""value"": -1.0, ""shap_value"": 0.012863244464652581, ""effect"": ""supports predicted class""}, {""feature"": ""Packet Length Mean"", ""value"": 60.8, ""shap_value"": 0.012596012048919096, ""effect"": ""supports predicted class""}, {""feature"": ""Subflow Bwd Bytes"", ""value"": 214.0, ""shap_value"": 0.012401136007863443, ""effect"": ""supports predicted class""}]",Normal,0.0,Monitor
23,BENIGN,BENIGN,1.0,"[{""feature"": ""Destination Port"", ""value"": 2040.0, ""shap_value"": 0.03215291250557744, ""effect"": ""supports predicted class""}, {""feature"": ""Bwd Packet Length Min"", ""value"": 0.0, ""shap_value"": 0.026496823474531084, ""effect"": ""supports predicted class""}, {""feature"": ""Fwd Header Length.1"", ""value"": 48.0, ""shap_value"": 0.01723430710631657, ""effect"": ""supports predicted class""}, {""feature"": ""Packet Length Variance"", ""value"": 0.0, ""shap_value"": 0.013562535542984382, ""effect"": ""supports predicted class""}, {""feature"": ""Bwd Packet Length Max"", ""value"": 0.0, ""shap_value"": 0.012692455754184949, ""effect"": ""supports predicted class""}]",Normal,0.0,Monitor
24,BENIGN,BENIGN,0.9004713100931973,"[{""feature"": ""Destination Port"", ""value"": 80.0, ""shap_value"": -0.034381006111157686, ""effect"": ""opposes predicted class""}, {""feature"": ""ACK Flag Count"", ""value"": 1.0, ""shap_value"": 0.01273658544115392, ""effect"": ""supports predicted class""}, {""feature"": ""min_seg_size_forward"", ""value"": 20.0, ""shap_value"": 0.012620230021580383, ""effect"": ""supports predicted class""}, {""feature"": ""Packet Length Variance"", ""value"": 0.0, ""shap_value"": 0.012115998174416588, ""effect"": ""supports predicted class""}, {""feature"": ""Fwd Packet Length Max"", ""value"": 6.0, ""shap_value"": -0.010924059740744809, ""effect"": ""opposes predicted class""}]",Normal,0.0,Monitor
25,BENIGN,BENIGN,1.0,"[{""feature"": ""Bwd Packet Length Min"", ""value"": 68.0, ""shap_value"": 0.019960717541971464, ""effect"": ""supports predicted class""}, {""feature"": ""Init_Win_bytes_forward"", ""value"": -1.0, ""shap_value"": 0.014015716154360688, ""effect"": ""supports predicted class""}, {""feature"": ""Subflow Bwd Bytes"", ""value"": 136.0, ""shap_value"": 0.013844744410098767, ""effect"": ""supports predicted class""}, {""feature"": ""Packet Length Mean"", ""value"": 48.8, ""shap_value"": 0.013094053614495796, ""effect"": ""supports predicted class""}, {""feature"": ""Destination Port"", ""value"": 53.0, ""shap_value"": -0.013077096492590168, ""effect"": ""opposes predicted class""}]",Normal,0.0,Monitor
26,BENIGN,BENIGN,0.9954090702319268,"[{""feature"": ""Destination Port"", ""value"": 55458.0, ""shap_value"": 0.05040524225806397, ""effect"": ""supports predicted class""}, {""feature"": ""Init_Win_bytes_backward"", ""value"": 377.0, ""shap_value"": 0.020748469337516156, ""effect"": ""supports predicted class""}, {""feature"": ""PSH Flag Count"", ""value"": 0.0, ""shap_value"": 0.018066952200198758, ""effect"": ""supports predicted class""}, {""feature"": ""ACK Flag Count"", ""value"": 1.0, ""shap_value"": 0.01512864585971613, ""effect"": ""supports predicted class""}, {""feature"": ""min_seg_size_forward"", ""value"": 20.0, ""shap_value"": 0.014546068258687246, ""effect"": ""supports predicted class""}]",Normal,0.0,Monitor
27,DDoS,DDoS,1.0,"[{""feature"": ""Destination Port"", ""value"": 80.0, ""shap_value"": 0.04368978700553939, ""effect"": ""supports predicted class""}, {""feature"": ""Bwd Packets/s"", ""value"": 0.0, ""shap_value"": 0.043440418012162356, ""effect"": ""supports predicted class""}, {""feature"": ""Init_Win_bytes_forward"", ""value"": 256.0, ""shap_value"": 0.041816013662906285, ""effect"": ""supports predicted class""}, {""feature"": ""min_seg_size_forward"", ""value"": 20.0, ""shap_value"": 0.03648781036920554, ""effect"": ""supports predicted class""}, {""feature"": ""Flow IAT Std"", ""value"": 3824589.362, ""shap_value"": 0.03437452688911087, ""effect"": ""supports predicted class""}]",Impact / Availability Attack,7.0,Block Source IP
28,BENIGN,BENIGN,0.930555455621212,"[{""feature"": ""Destination Port"", ""value"": 51254.0, ""shap_value"": 0.05377002611291286, ""effect"": ""supports predicted class""}, {""feature"": ""Init_Win_bytes_backward"", ""value"": 397.0, ""shap_value"": 0.019731525867582818, ""effect"": ""supports predicted class""}, {""feature"": ""PSH Flag Count"", ""value"": 0.0, ""shap_value"": 0.01664791573924461, ""effect"": ""supports predicted class""}, {""feature"": ""ACK Flag Count"", ""value"": 1.0, ""shap_value"": 0.016239585081459607, ""effect"": ""supports predicted class""}, {""feature"": ""Flow Bytes/s"", ""value"": 0.0, ""shap_value"": 0.010444737074107278, ""effect"": ""supports predicted class""}]",Normal,0.0,Monitor
29,BENIGN,BENIGN,1.0,"[{""feature"": ""Bwd Packet Length Min"", ""value"": 195.0, ""shap_value"": 0.024261935011948024, ""effect"": ""supports predicted class""}, {""feature"": ""Destination Port"", ""value"": 53.0, ""shap_value"": -0.013156513768382623, ""effect"": ""opposes predicted class""}, {""feature"": ""Init_Win_bytes_forward"", ""value"": -1.0, ""shap_value"": 0.012754861123895154, ""effect"": ""supports predicted class""}, {""feature"": ""Packet Length Mean"", ""value"": 98.4, ""shap_value"": 0.012384357276742452, ""effect"": ""supports predicted class""}, {""feature"": ""Subflow Bwd Bytes"", ""value"": 390.0, ""shap_value"": 0.012300294247622787, ""effect"": ""supports predicted class""}]",Normal,0.0,Monitor
30,PortScan,PortScan,1.0,"[{""feature"": ""PSH Flag Count"", ""value"": 1.0, ""shap_value"": 0.0671045327763171, ""effect"": ""supports predicted class""}, {""feature"": ""Init_Win_bytes_forward"", ""value"": 29200.0, ""shap_value"": 0.05399226945101331, ""effect"": ""supports predicted class""}, {""feature"": ""min_seg_size_forward"", ""value"": 40.0, ""shap_value"": 0.04264652587508886, ""effect"": ""supports predicted class""}, {""feature"": ""Bwd Packet Length Min"", ""value"": 6.0, ""shap_value"": 0.03825815376308867, ""effect"": ""supports predicted class""}, {""feature"": ""Bwd Header Length"", ""value"": 20.0, ""shap_value"": 0.036196057757162066, ""effect"": ""supports predicted class""}]",Reconnaissance,3.0,Alert SOC Analyst
31,BENIGN,BENIGN,1.0,"[{""feature"": ""Bwd Packet Length Min"", ""value"": 127.0, ""shap_value"": 0.02414805177954577, ""effect"": ""supports predicted class""}, {""feature"": ""Init_Win_bytes_forward"", ""value"": -1.0, ""shap_value"": 0.015560325127630437, ""effect"": ""supports predicted class""}, {""feature"": ""PSH Flag Count"", ""value"": 0.0, ""shap_value"": 0.013993296374135867, ""effect"": ""supports predicted class""}, {""feature"": ""Average Packet Size"", ""value"": 125.5, ""shap_value"": 0.013670249625675509, ""effect"": ""supports predicted class""}, {""feature"": ""Destination Port"", ""value"": 53.0, ""shap_value"": -0.013294057744639551, ""effect"": ""opposes predicted class""}]",Normal,0.0,Monitor
32,DDoS,DDoS,1.0,"[{""feature"": ""Subflow Bwd Bytes"", ""value"": 11607.0, ""shap_value"": 0.08181234799576259, ""effect"": ""supports predicted class""}, {""feature"": ""Bwd Packet Length Max"", ""value"": 7215.0, ""shap_value"": 0.05621750226861494, ""effect"": ""supports predicted class""}, {""feature"": ""Init_Win_bytes_backward"", ""value"": 229.0, ""shap_value"": 0.05021570714202475, ""effect"": ""supports predicted class""}, {""feature"": ""min_seg_size_forward"", ""value"": 20.0, ""shap_value"": 0.04912758097824482, ""effect"": ""supports predicted class""}, {""feature"": ""Bwd Packet Length Std"", ""value"": 3327.769794, ""shap_value"": 0.04863684759697435, ""effect"": ""supports predicted class""}]",Impact / Availability Attack,7.0,Block Source IP
33,BENIGN,BENIGN,1.0,"[{""feature"": ""Destination Port"", ""value"": 443.0, ""shap_value"": 0.038743233080047165, ""effect"": ""supports predicted class""}, {""feature"": ""Bwd Packet Length Min"", ""value"": 6.0, ""shap_value"": 0.014749668556905817, ""effect"": ""supports predicted class""}, {""feature"": ""PSH Flag Count"", ""value"": 0.0, ""shap_value"": 0.012439573967054543, ""effect"": ""supports predicted class""}, {""feature"": ""Init_Win_bytes_forward"", ""value"": 0.0, ""shap_value"": 0.011625865912598598, ""effect"": ""supports predicted class""}, {""feature"": ""Packet Length Mean"", ""value"": 6.0, ""shap_value"": 0.010486800957298002, ""effect"": ""supports predicted class""}]",Normal,0.0,Monitor
34,DoS Hulk,DoS Hulk,1.0,"[{""feature"": ""Bwd Packet Length Std"", ""value"": 2046.673464, ""shap_value"": 0.059506705744441744, ""effect"": ""supports predicted class""}, {""feature"": ""Bwd Packet Length Max"", ""value"": 5792.0, ""shap_value"": 0.04793058939838545, ""effect"": ""supports predicted class""}, {""feature"": ""Avg Bwd Segment Size"", ""value"": 1449.375, ""shap_value"": 0.04645356392396664, ""effect"": ""supports predicted class""}, {""feature"": ""Init_Win_bytes_backward"", ""value"": 235.0, ""shap_value"": 0.042279348804574395, ""effect"": ""supports predicted class""}, {""feature"": ""Bwd Packet Length Mean"", ""value"": 1449.375, ""shap_value"": 0.03965793532711075, ""effect"": ""supports predicted class""}]",Impact / Availability Attack,7.0,Block Source IP
35,BENIGN,BENIGN,1.0,"[{""feature"": ""Destination Port"", ""value"": 40679.0, ""shap_value"": 0.026406505459520745, ""effect"": ""supports predicted class""}, {""feature"": ""Init_Win_bytes_backward"", ""value"": 835.0, ""shap_value"": 0.018691134977262606, ""effect"": ""supports predicted class""}, {""feature"": ""PSH Flag Count"", ""value"": 0.0, ""shap_value"": 0.01322997010512836, ""effect"": ""supports predicted class""}, {""feature"": ""Bwd Packet Length Min"", ""value"": 6.0, ""shap_value"": 0.012326539777309336, ""effect"": ""supports predicted class""}, {""feature"": ""Init_Win_bytes_forward"", ""value"": 131.0, ""shap_value"": 0.010884019752210747, ""effect"": ""supports predicted class""}]",Normal,0.0,Monitor
36,BENIGN,BENIGN,1.0,"[{""feature"": ""Bwd Packet Length Min"", ""value"": 69.0, ""shap_value"": 0.020296101117392027, ""effect"": ""supports predicted class""}, {""feature"": ""Init_Win_bytes_forward"", ""value"": -1.0, ""shap_value"": 0.01448920347447327, ""effect"": ""supports predicted class""}, {""feature"": ""Subflow Bwd Bytes"", ""value"": 138.0, ""shap_value"": 0.013555967862564557, ""effect"": ""supports predicted class""}, {""feature"": ""Packet Length Mean"", ""value"": 52.2, ""shap_value"": 0.013361875312556766, ""effect"": ""supports predicted class""}, {""feature"": ""Destination Port"", ""value"": 53.0, ""shap_value"": -0.012843344032932196, ""effect"": ""opposes predicted class""}]",Normal,0.0,Monitor
37,BENIGN,BENIGN,0.9999224179076112,"[{""feature"": ""Destination Port"", ""value"": 443.0, ""shap_value"": 0.0286031874410342, ""effect"": ""supports predicted class""}, {""feature"": ""PSH Flag Count"", ""value"": 0.0, ""shap_value"": 0.01520609862727401, ""effect"": ""supports predicted class""}, {""feature"": ""min_seg_size_forward"", ""value"": 20.0, ""shap_value"": 0.0148512331589437, ""effect"": ""supports predicted class""}, {""feature"": ""Bwd Packet Length Max"", ""value"": 0.0, ""shap_value"": 0.011287978255780047, ""effect"": ""supports predicted class""}, {""feature"": ""ACK Flag Count"", ""value"": 1.0, ""shap_value"": 0.010937582329886482, ""effect"": ""supports predicted class""}]",Normal,0.0,Monitor
